job_title,company_name,job_location,job_salary,job_description,job_posted,posted_website,job_link
"Software Engineer, Voice AI Diagnostics",SoundHound Inc.,"Toronto, ON",,"You will be responsible for automating the ASR Diagnostics process by developing various software tools.,These tools will help identify the algorithmic changes…",22 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=0876d6208fb32cda&fccid=80413c126d4e4312&vjs=3
Analyste de données en chef / Lead Data Analyst,Square Enix Montréal,"Montréal, QC",,"Educate production and marketing teams on what can be done at the analytical and   level;,Master Events type  collection systems;",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=87f5fdc8dad40851&fccid=f1c4e35cc4ebf53e&vjs=3
Professeurs en intelligence artificielle et en apprentissage automatique,Mila,"Montréal, QC",,"Sécurité informatique, fiabilité et robustesse en intelligence artificielle.,Questions pourront être adressées à ML.cs-ece@cs.mcgill.ca.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=e28317cb51acd254&fccid=38e321ba89eb1624&vjs=3
CEO of a computer vision startup,TandemLaunch,"Montréal, QC",,"Depix is a TandemLaunch backed computer vision startup.,The Depix software allows fast and photo-realistic object insertion into images using physically based…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=5dca3b5b3ff0c82d&fccid=4a7bc3ecb9b00d36&vjs=3
Senior Data Architect- Artificial Intelligence in Medicine for Kids,SickKids,"Toronto, ON",,"HL7/FHIR  model for clinical/phenotypic data.,Expertise with  lakes,  warehouses, and advanced analytics platforms.",25 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=c625e071c0acc081&fccid=9645047fb7b1d4e3&vjs=3
ML / AI Customer Engineer (Ottawa),h2o.ai,"Ottawa, ON",,"H2O Driverless AI uses ""AI to do AI"" in order to provide an easier, faster and cost-effective means of implementing  science.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=63e67710f2385cab&fccid=41a5a100828398e1&vjs=3
Senior Systems Data Analyst,Insurance Bureau of Canada,"Toronto, ON",,"University degree in computer ,  engineering, actuarial  or equivalent with a focus on  management;,Proven ability in project management;",12 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=ba29d031a195db70&fccid=14c6223bd7ade2fc&vjs=3
Assistant Professor (Data Science),Carleton University,"Ottawa, ON",,"The graduate programs provide a framework to study and research on all aspects of digital media, networking, and  science.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=ed28aeea765d74ac&fccid=4e06fa6e7a19b6a0&vjs=3
Data Analyst II,Zynga,"Toronto, ON",,"2+ years of work experience in   or analytics roles.,Deliver analytics and   projects that are aligned with the roadmap, and product goals…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=e4e4be738b32919b&fccid=f379417fa48d0010&vjs=3
Data Analyst,Cymax Stores,"Vancouver, BC",,"Experience with  warehouse concepts and foundations.,Passion for the  analysis and visualization.,Collect, clean, validate and analyze complex  from…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=a33a783476cba3fe&fccid=1d146178a3bad219&vjs=3
Sales Analytics and Reporting Analyst,Behavox,"Montréal, QC",,"Expert knowledge of  ETL,  modeling, statistical analysis, and predictive modeling.,You'll manipulate  sources to empower scale automation.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=98c5bc76e59f8b17&fccid=131bed7b726f4d12&vjs=3
"Data Engineer, Middleware Developer , Omnia AI, Vancouver",Deloitte,"Vancouver, BC",,"You are passionate about software and development, and have strong problem solving and analytical skills.,Top professionals to coach and develop you.",3 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=88fbba48613eb1e0&fccid=9e215d88a6b33622&vjs=3
"Student Intern, Data Analyst & Quote Controller",Celestica,"Toronto, ON",,"Compile, analyze and reporting of indirect procurement data.,The  is reported to various senior leaders in the company including the CPO.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=e6436c158bbfdec2&fccid=e7e593a18b26fee3&vjs=3
Robotics/Computer Vision Engineer,Brizi,"Toronto, ON",,"Extracting insights from imagery  such as emotion, gender, age, and more from images.,PhD or Masters graduate with 3+ years of practical work experience in…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=016e88c5f42f7cfa&fccid=6409a4ae4c9a7d2b&vjs=3
Sr. Clinical Statistical Programmer,SCiAN Services Inc.,"Toronto, ON",,"Perform  checks (quality control) as needed to ensure integrity and accuracy of  displays.,Support CDM group in validation of clinical data.",30+ days ago,Indeed.ca,https://ca.indeed.com/company/SCiAN-Services-Inc./jobs/Senior-Clinical-Statistical-Programmer-151cda8899fc83c2?fccid=92b9efc2a0f057cf&vjs=3
Research Statistician - Evidence Synthesis,PRECISIONheor,"Vancouver, BC",,"We provide our clients with unified health economics and outcomes research, global pricing, access strategy and analytics, payer and physician pull-through, and…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=751181b59f6b23c6&fccid=93e16ba11b62c7a4&vjs=3
"Gestionnaire de projet TI/AI Data Lab, Intact Lab",Intact,"Montréal, QC",,"Gérer les projets de différentes natures et envergures, ayant principalement des composants en intelligence artificielle, en comprenant les stratégies,…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=cba7a828de3d2f42&fccid=be7195d2ebb48351&vjs=3
Advanced Analytics Consultant,Adastra Corporation,"Toronto, ON",,"Examine, validate, and consolidate  from the different sources to build analytical  sets.,Experience with at least one project that includes some form…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=a8172b97fb760b78&fccid=1d60a395c793ab40&vjs=3
Programmeur IA / AI Programmer,ZeniMax Media Inc.,"Montréal, QC",,Bethesda Game Studios recherche son prochain Programmeur IA qualifié pour rejoindre l’équipe qui repousse les limites du développement de jeux de rôles (RPG)…,17 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=733e3cea4372b323&fccid=1f253f9238a67842&vjs=3
Data Scientist,Just Energy,"Toronto, ON",,"Strong business acumen and data-driven decision-making capabilities.,Currently operating in the United States and Canada, Just Energy serves both residential…",27 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=6a826fcf5fdeba28&fccid=5ea662d35a330ff2&vjs=3
"Machine Learning Engineer, Content Intelligence Team (Data Engineering)",LogMeIn,"Montréal, QC",,"Understanding and experience in Big  Engineering concepts and processes, (e.g.  stores, structured and unstructured , SQL Query, ETL/data pipelines,…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=c71509dd884f62cb&fccid=b665f01429fa556c&vjs=3
Scientifique de données Senior,Keyrus,Canada,,"Profil ingénieur généraliste ou informatique, Maitrise ou Doctorat en sciences.,Mettre en place des modèles de Machine Learning et de Deep Learning permettant…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=ec5cd0a4f1f86746&fccid=19a55a04a564eae0&vjs=3
"Software Engineer, Machine Learning Graph Compiler [Canada] - 2021 New Grads",Tenstorrent,"Toronto, ON",,"Experience with algorithms,  structures, and software development in C/C++.,The company's mission is to deliver orders of magnitude better performance and…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=930ee490b59d2e44&fccid=b9aaccb88485deee&vjs=3
Senior Machine Learning Research Engineer,Autodesk,"Toronto, ON",,"Strong  modeling and  architecture skills.,You are an expert at applying ML methodologies and tools to various types of  and use cases and are…",16 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=09583e20af70682b&fccid=7136762d065a5ad7&vjs=3
Clinical Trials Data Analyst,IQVIA,Ontario,,"Medical writing or trial  programming experience.,Process clients’ clinical trials documents and data.,Working experience with SQL (MS SQL server), SAS, R,…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=430679a9e07a351a&fccid=6b7a1dfe07e7f037&vjs=3
Scrum master AI et CRM,Eastern Canada Consulting,"Montréal, QC","$70,000 - $90,000 a year","Niveau : Intermédiaire à senior (3-5 ans d'expérience).,Rémunération : 70K $ CAD à 90K $ CAD.,Recherche d’un Scrum Master pour un projet de développement…",12 days ago,Indeed.ca,https://ca.indeed.com/company/Weavers/jobs/Scrum-Master-Ai-Et-Crm-80994004f76250a9?fccid=90983abf3db10aff&vjs=3
Machine Learning Software Designer/Engineer,SNC-Lavalin,"Mississauga, ON",,"Good understanding of  analytics in a real-time environment, including infrastructure pinch points,  integration, and  integrity.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=7ca7871a9d07f171&fccid=59b04a51f1164f7e&vjs=3
Big Data Engineer - Analytics,Micro Focus,"Ottawa, ON",,Implement model  flows to support running cutting-edge machine learning techniques on massive amounts of data.,30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=94c8fb3d469e5729&fccid=83cbd453678ade10&vjs=3
Post-Doctoral (Artificial Intelligence in Finance),Overbond,"Montréal, QC",,Lead   initiatives to recommend actionable business insights using big  analytics and machine learning techniques.,30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=6bac5188af41517f&fccid=571991c776701fba&vjs=3
Marketing Intelligence Manager - Advance Analytics,TELUS,"Toronto, ON",,"Technical or data-driven educational background (computer , engineering, statistics,  ) and/or Masters of Business Administration (MBA) degree…",27 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=a006dadf51db46cf&fccid=4512634d9e7338a8&vjs=3
Senior Machine Learning Engineer - Geo-Analytics,TELUS,"Montréal, QC",,"You’ll collaborate with teams across the company, seeking out various  sources to help identify new business opportunities while championing  driven…",26 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=2b7edb160b72d2d6&fccid=4512634d9e7338a8&vjs=3
BI Manager,Techo-Bloc,"Saint-Hubert, QC",,"Ensures the  integrity across all systems and makes recommendations where improvements and  quality are required;,8 + years of relevant BI experience.",18 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=b8782ba581007c73&fccid=429b653a20b59c98&vjs=3
Senior Data Analyst,Glu Mobile,"Toronto, ON",,"4+ years of experience as  analyst or financial analyst.,3+ years experience using SQL, including complex queries from multiple  sources.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=0d3ba8ddd32d0c5e&fccid=a5ea7db1292ddde6&vjs=3
"Senior Actuarial Analyst, Commercial Insurance Predictive Modeling, Data Science Team",Aviva,"Markham, ON",,"Working closely with  scientists you will bring these innovative and influential models to market.,Cross-functional skills that allow you to straddle the…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=b6e1fdbec02ed6da&fccid=354f4c12e3c6bd5a&vjs=3
Responsable de Produit Technique- intelligence artificielle - Digital,Bombardier,"Dorval, QC",,"Si vous avez une bonne idée, nous avons l’environnement pour qu’elle devienne un produit unique ou une expérience client exceptionnelle.",20 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=0c2aa4ce24e64b9e&fccid=b3f8eab3b50969f8&vjs=3
"Senior Product Manager, Machine Learning Automation",Tempo Software Inc.,"Montréal, QC","$50,000 - $130,000 a year","Required experience in Machine Learning and/or   product development.,We are looking for someone passionate and experienced in enterprise data,…",26 days ago,Indeed.ca,https://ca.indeed.com/company/Tempo-Software/jobs/Senior-Product-Manager-d82e4e411ec862fc?fccid=d0c43a77888f7c00&vjs=3
Senior Data Scientist/Manager,Cerebri AI,"Toronto, ON",,"And conventional   toolkits, such as PANDAS, Weka, NumPy, MATLAB.,6+ year experience working with and creating  architectures.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=f3689c6e47361dfd&fccid=799362a2faa3b40a&vjs=3
Junior Statistician/Database Specialist (Research Institute),Centre universitaire de santé McGill,"Montréal, QC",,"Generating  extracts and summaries,.,Experience working with electronic  management systems and statistical analysis software is an asset.",23 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=69c8c9e84e54f98d&fccid=2117962e390b8370&vjs=3
BI Analyst,Adante Consulting,"Toronto, ON",,"You have at least 2 years work experience, possibly including coop terms and in some aspect of  ,  engineering or  management.",20 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=7b9ec1e91fbd303f&fccid=7d1882b131ad1cd3&vjs=3
"Data Engineering Dev Lead, Omnia AI, Montreal",Deloitte,"Montréal, QC",,"Learn from deep subject matter experts through mentoring and on the job coaching.,You will play an active role throughout the entire implementation cycle while…",25 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=695a5a4d64d3194a&fccid=9e215d88a6b33622&vjs=3
"Embedded Systems, Machine Learning Engineer",wrnch,"Montréal, QC",,"It analyzes regular 2D RGB video and returns 3D motion, 3D shape and 3D intent  in real-time.,After a product implementation has been completed you will…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=48ebd2d1e8816589&fccid=9b9ffffe581b0810&vjs=3
Senior Machine Learning Developer,Loblaw Companies Limited,"Brampton, ON",,"The successful candidate will have experience with software development lifecycle, agile development in a   environment, requirement gathering, and…",9 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=98fbb4c30809fcdd&fccid=bc30630cfcc120d4&vjs=3
"Manager / Azure Data Architect, Omnia AI, Vancouver",Deloitte,"Vancouver, BC",,,28 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=d34cee1a71465eb7&fccid=9e215d88a6b33622&vjs=3
"Senior Machine Learning Engineer, Content Signals",Pinterest,"Toronto, ON",,Our systems offer rich semantics to the recommendation platform and enable the product engineers to build deeper experiences to further engage Pinners.,15 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=f872651a6d0b9d11&fccid=43014b1412e0a7b6&vjs=3
Statisticien junior/Spécialiste en base de données (Institut de recherche),Centre universitaire de santé McGill,"Montréal, QC",,Le Centre de recherche évaluative en santé (CRES) est l’un des trois centres de l’Institut de recherche du CUSM qui regroupe plus de cent cliniciens-chercheurs…,23 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=f3ede33e678959dc&fccid=2117962e390b8370&vjs=3
Software Engineer in Algorithms & Optimization,RideCo,"Waterloo, ON",,"2+ years of experience in Software Development, preferably with high-performance algorithms or data-intensive applications.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=c9cba11f9879ff24&fccid=e04c335ad3aed20a&vjs=3
PROJECT MANAGER,KPI Digital,"Montréal, QC",,"Assess the effectiveness and accuracy of new  sources and  gathering techniques.,Develop custom  models and algorithms to apply to  sets when…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=5ea2de0ee70482d7&fccid=17e13c14471238f2&vjs=3
PhD AI Machine Learning Scientist,TandemLaunch,"Montréal, QC",,"$600K in seed funding and access to investor networks.,Competitive compensation package including a combination of salary and equity stake.",22 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=fd1c1cfb9ec3d607&fccid=4a7bc3ecb9b00d36&vjs=3
Applied Scientist,"AMZN CAN Fulfillment Svcs, ULC","Vancouver, BC",,"The successful candidate will (1) contribute to existing predictive, analytic, and algorithmic efforts already underway by infusing their deep knowledge of…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=8c8f2fccde404283&fccid=fe2d21eef233e94a&vjs=3
Project Manager (AI Bots),Master of Code Global,"Winnipeg, MB",,"We work with tech start-ups, small and midsize businesses, and enterprise customers to deliver conversational experiences.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=a66c794901440d6d&fccid=1ac198b5a98a1892&vjs=3
